Text,True_Label
anggota dpr presiden jokowi tegur bahlil penundaan pilpres,0
ketua pengadilan richard eliezer bebas,1
kisah putra balige panjaitan atase militer bonn jerman,0
ruslan buton dipecat tni tolak tka china,1
hut garuda indonesia tiket gratis,1
gubernur jatim khofifah indar parawansa masuk timses prabowo – sandi,1
foto megawati potong tumpeng meja berlogo pki,1
video sultan jogja cecr sri adi ningsih mengaku seangkatan jkw,1
prediksi bencana palopo,1
muhaimin lirik sri mulyani cawapres pengamat sensasi,0
gambar tangkapan layar artikel suara com luhut rakyat mendukung periode mendukung aqee,1
ngabalin klaim ksp terima pa kenaikan bbm,0
pengecilan otak anak anak radiasi handphone,1
mengatasi tabung gas bocor direndam air,1
akun facebook asisten i kota padang,1
undangan acara dukungan hmi kahmi jokowi,1
survei lsi mayoritas masyarakat ferdy sambo dihukum seberat beratnya,0
foto presiden italia menangis lahan mengubur an korban corona,1
mengenal badan ad hoc kpu pemilu ppk pps pantarlih,0
minuman white koffie mengandung babi,1
ksad dudung beberkan alasan bikin lagu ayo ngopi viral,0
menlu retno marsudi kamboja temui wni korban penyekapan,0
omicron masuk indonesia jokowi kesal karantina longgar,0
komnas ham bentuk tim pemantau hak konstitusional warga pemilu,0
konflik cak imin vs yenny wahid sejarahnya,0
jidat ulama banten bertuliskan kafir,1
jokowi sentil praktik senang kepala daerah,0
sehari rapid test covid santri kudus santri sadarkan,1
puan maharani bertanding bersanding,0
pesan berantai sandiwara corona ikatan dokter indonesia idi,1
th anniversary indomilk,1
jokowi siapkan calon panglima tni pengganti andika perkasa,0
partai nonparlemen bentuk koalisi klaim suara pdip,0
pergerakan,1
membersihkan vagina pasta gigi menghilangkan keputihan vagina kesat,1
mantan ketua mk anggap perpu cipta kerja preseden buruk praktik ketatanegaraan,0
akun ormas muhammadiyah diblokir fb,1
foto buku buku sejarah ukraina dibakar tentara rusia,1
usul muhammadiyah sistem pemilu proporsional tertutup terbuka terbatas,0
pakar makna politik pertemuan megawati erick thohir sarinah,0
polri buka rekrutmen dob kapolri kesempatan orang asli papua posisi strategis,0
anies baswedan dibentrok bentrokkan pilpres februari,0
sultan hassanal bolkiah beli singapura usir etnis china menolak presiden halimah,1
virus corona korlap fpi imam yg penangkal virus corona karna imam cucu nabi,1
hasto pdip tunjukkan semboyan kebenaran menang ganjar,0
lukisan jokowi berambut,1
video letusan gunung berapi tonga,1
ruu ikn disahkan paripurna dpr simak aturannya,0
foto cuitan ketik inaelectionobserversos biar dibantu cyber dunia,1
menkominfo rudiantara dipaksa intelijen china bocorkan minimal juta data kk nik sesuai,1
stadion velodrome rawamangun jakarta terbakar,1
video supporter arema turun jalan melampiaskan ketidakpuasan nya pssi aparat hukum,1
jadwal perpindahan maskapai penerbangan terminal terminal internasional bandara soekarno hatta,1
vaksin sinovac berisikan virus hidup dilemahkan mengandung sel vero bahan bahan berbahaya,1
resmi partai demokrat dukung anies baswedan maju pilpres,0
viral video bandung malam berapi,1
makam mustafa kemal ataturk mengeluarkan bau busuk,1
partai ummat kantongi bukti dugaan kecurangan kpu flashdisk alat bukti,0
eks panglima tni diangkat menteri hadi tjahjanto,0
gelombang panas melanda indonesia,1
vaksin covid mrna mengubah dna manusia,1
puluhan tentara ukraina dikubur sembarangan kuburan masal,1
kondisi kritis imam positive korona,1
negara melaksanakan kebijakan haji gratis berdasarkan perintah kesultanan buton,1
pemilu sebentar jokowi partai politik umumkan capres,0
gerindra dorong prabowo maju pilpres,0
jokowi resmikan bendungan keliling pasar bali,0
foto jatuh,1
desakan menteri nasdem mundur syahrul yasin limpo,0
isu sandiaga uno maju capres sufmi dasco gerindra final usung prabowo,0
jokowi memperhatikan anies membaca buku,1
top nasional partai buruh bertekad rebut suara gerindra pdip pks jabar sandiaga uno sowan kiai kholil as ad syamsul,0
akun facebook nama ketua pkk kota batam marlin agustina,1
jokowi rapor biru catatan survei charta politika,0
gatot nurmantyo kabur negeri,1
akun telegram cnbc indonesia berisi ajakan investasi,1
bertemu prabowo surya paloh gerindra nasdem kesepakatan,0
basarah keppres serangan maret hilangkan peran prajurit tni,0
pengamat peluang nasdem terdepak kabinet jokowi sinyal reshuffle,0
video iring iringan jenazah eril,1
gempa california berkaitan kloningan manusia,1
akun whatsapp bupati indramayu nina agustina,1
usulan anggaran pemilu cair penuh kpu legowo optimalkan dana,0
menpan rb azwar anas skenario pemindahan asn ikn,0
bawa lansia terurus rumah lansia atmabrata,1
ketik gratula akaun facebook dlm selamat,1
prabowo cak imin pimpin langsung gerindra pkb daftar kpu,0
tol semarang batang tutup total,1
anggaran pemilu dianggap kebesaran ketua kpu dipangkas,0
tanggapi demo mahasiswa mahfud md pemerintah dengar aspirasinya,0
covid virus sumber kementerian kesehatan italy,1
gempa bumi malang telan ratusan koban jiwa,1
besuk try sutrisno jokowi ngobrol bangsa negara,0
dokumen petisi tokoh mengkritik soeharto,0
korban radiasi hp,1
cuti januari libur imlek ulang megawati soekarnoputri,1
judul artikel nikita mirzani tantang tes dna buktikan cucu nabi hasilnya ngibul bohong cucu dajjal percaya,1
jokowi kabar reshuffle rabu pon pekan tunggu,0
mendeteksi kesehatan jantung memasukkan tangan air dingin detik,1
foto kebohongan kecurangan wali kota solo,1
asosiasi pemerintah desa klaim pasang spanduk jokowi periode lebaran,0
dahnil anzar deddy corbuzier kehilangan hak pilih gelar letnan kolonel tituler,0
vtube dilindungi pemerintah surat izin,1
gala dinner ktt g sukses jokowi turun langsung cicipi menu kepala negara,0
kecelakaan truk rem blong balikpapan tanggal korban meninggal orang,1
pemilihan ketua munas hipmi digelar gibran tunggu keputusannya,0
perayaan ulang adidas hadiah sepatu gratis,1
tanggapan tni jokowi prajurit menolak ikn ditertibkan,0
video tsunami malam desember indonesia,1
jokowi senang gubernur bali wajibkan pakaian adat selasa kamis,0
bangga pki ngaku nkri,1
cak imin harap reshuffle kabinet politis waketum pan politis wajar,0
akun twitter tokopedia tokopediacere,1
gambar tangkapan layar artikel luhut menjelang harga bahan pokok dinaikan bangkrut negara,1
video bantuan beras liter mie instan bungkus,1
foto ufo langit tanah turki,1
hadir istana gatot nurmantyo tolak bintang jasa jokowi,1
gambar bayang bayang luhut sampul majalah tempo,1
info pasien yg sembuh rs persahabatan,1
mardiono blak blakan perintah jokowi suharso dukungan ganjar,0
partai demokrat targetkan persen kursi dpr pengamat berat,0
ganja menangkal covid,1
nasdem pastikan usung ganjar pranowo pdip,0
fakta reshuffle kabinet buntut pengusungan anies baswedan capres,0
survei capres elektabilitas anies baswedan tempel ketat ganjar pranowo,0
partai ummat dinyatakan lolos peserta pemilu,0
tangkapan layar liat bong presiden lu kaya ngambil gaji bulanan bos cina,1
jokowi pengalihan tanah ikn dihentikan instruksinya,0
video pesawat garuda indonesia iran,1
foto wisuda jokowi,1
italia dibacakan al quran doa melawan wabah corona,1
seekor naga ditemukan mongolia,1
fpi masuk wamena mengibarkan bendera merah putih posko jihad wamena,1
akun facebook bupati tegal hajjah umi azizah,1
bandara kertajati rusak parah diterjang badai,1
pakar anggap peluang koalisi pdip pks pilpres air minyak,0
pks tim pemenangan pemilu,0
singgung kuhp isu penundaan pemilu pks demokrasi indonesia relnya,0
jokowi umumkan kebijakan mudik syarat vaksin booster,0
video raja salman ngamuk arab saudi bantu indonesia konflik pulau pasir ntt indonesia vs australia,1
peluang pdip usung ganjar puan hasto ungkit duet ahok djarot,0
presiden pks era otoritarianisme,0
gedung plaza indonesia terbakar,1
butiran es hasil fenomena hujan es meningkatkan imunitas tubuh,1
anies baswedan nasdem pilih jalur terjal menanjak,0
video kota prabumulih korona,1
nasdem surya paloh sby salim segaf bertemu bahas koalisi,0
informasi pengangkatan pppk tes,1
jokowi ingatkan perusahaan pabrik lingkungan miskin,0
video italian millionaire terjun bagunan keluarga nya kena virus corona,1
wapres maruf amin imbau umat islam sholat tobat virus corona cepat teratasi,1
andika perkasa dihubungkan nasdem waketum dihindari,0
politisi muda lintas partai tolak sistem proporsional tertutup kader senior nomor urut,0
elektabilitas ganjar pranowo fakta hasil survei indikator politik indonesia,0
video dpr gelar sidang tertutup bahas ijazah palsu jokowi,1
jokowi bertemu adian napitupulu cs bahas agraria resesi global,0
foto mesut ozil menginjak bendera tiongkok,1
pesan jusuf kalla,1
nagita angkat suara terkait harta gono gini mama rita,1
video penyebaran chemtrail blora pesawat bikin sakit mata,1
video awan pasir eropa,1
ribu tenaga kerja china morowali pengawasan karantina,1
koalisi gerindra pkb pengamat prabowo capres cak imin harga mati cawapres,0
anak anak disuntik dgn zat bius diekspor thailand dibunuh diambil organnya,1
penganugerahan gelar reformasi amien rais ui,1
partai golkar mengajukan surat permohonan pembatalan hasil pilpres,1
hrs dilaporkan tewas tertabrak unta acara balapan unta arab saudi,1
moeldoko trisakti idealnya diselesaikan non yudisial,0
dki jakarta daerah kerawanan tertinggi pemilu sulut,0
vaksin mrna pfizer moderna berbahaya anak anak,1
video keramaian stasiun kereta api india pandemi covid,1
kota jokowi perubahan pro kontra,0
foto selebaran waspada penculikan anak polresta sidoarjo,1
foto tangkapan layar berita okezone hukum mengeluarkan sperma kemaluan istri halal ditelan mentah,1
bantuan rumah gempa cianjur langsung cair jokowi khawatir motor,0
wacana kepala daerah dipilih dprd gibran bima arya suka pemilihan langsung,0
foto spesies hewan muncul chernobyl,1
foto anak berlumuran darah korban serangan yaman,1
april hut kopassus tni ad jasa slamet riyadi ae kawilarang,0
artikel wanita viral uang juta balkon dulunya kasir mall,1
pj gubernur dki heru budi hartono lanjutkan program sumur resapan anies,0
tni polri pose jari dukung prabowo sandiaga,1
pan tolak pengadaan gorden rumah dinas dpr,0
surat edaran dinkes kota palopo terkait warung makan makanan mengandung formalin boraks,1
akun whatsapp ketua dprd jambi tawarkan lelang mobil,1
panggilan dicatat,1
muhaimin iskandar tegaskan pkb berkoalisi gerindra,0
alasan nasdem umumkan capres cepat,0
pesan berantai imbauan kepolisian hacker penyebar video pornografi,1
ucapkan imlek jokowi harapan,0
jokowi umumkan reshuffle kabinet rabu siang bocorannya,0
memakan bawang merah meneteskan air perasan lemon hidung mengobati covid,1
cebong ketangkap tni pake atribut pki,1
william liddle gus dur pemuda nyeleneh pikiran tajam,0
demokrat kriteria capres cawapres dibahas nasdem pks,0
panglima tni andika perkasa mutasi pangdam agustus pangkat pangdam,0
informasi perampokan perumahan puri khasanah cipayung depok,1
ruu kia atur cuti melahirkan sah inisiatif dpr,0
foto miliarder tiongkok he shihua memaksa pelatih memainkannya lapangan,1
tenaga medis china membantu menangani covid indonesia,1
video surat suara tercoblos medan,1
megawati tahan komentar masyarakat antre minyak goreng,0
jokowi masyarakat dayak pemilu setahun mengadu domba,0
wapres ma ruf amin indonesia lakukan langkah konkret atasi krisis iklim,0
akun whatsapp plt bupati boalemo anas jusuf menawarkan kendaraan lelang,1
perusahaan covid dibangun indonesia,1
jokowi bagikan bantuan door to door malam bali,0
suara keras azyumardi azra twk pegawai kpk megawati brin,0
pks ajukan opsi terima ruu tpks,0
perjanjian fir indonesia singapura dianggap substansi,0
waspada mobilcina merk geely sulap mobil esemka,1
hindari produk menyebabkan usus bocor,1
wapres rakyat bayar iuran kenaikan bpjs dosanya turunan diampuni,1
wahhh… orang kaya nih,1
pt pos indonesia bagikan subsidi pemerintah senilai rp juta,1
profil zulfan lindan pdip nasdem politisi kawakan dinonaktifkan surya paloh,0
video jakarta terkini,1
pakar mayjen maruli layak pangkostrad,0
bendungan katulampa jebol november,1
kota manado zona hitam covid,1
singapura tantang malaysia perang,1
metrotv akui anies presiden ri,1
kekejaman uighur disiksa diambil organ tubuhnya paksa,1
jokowi beijing besok bertemu xi jinping,0
foto prabowo berpakaian uskup gereja,1
uya kuya meninggal dunia,1
usulan pemilu diundur jimly asshiddiqie bunyi,0
rumah cak nun disegel densus,1
nasdem tunggu respon anies baswedan ganjar andika,0
surya paloh akui sepakati ahy cawapres,0
video pemuda wanita selandia masuk islam,1
lagu corona dr bimbo lagu kenyataan,1
tka china pekerjaan proyek pltu morowali,1
lowongan kerja pt pertamina persero,1
potongan video banjir nusa tenggara timur,1
foto petinggi kepolisian mengizinkan demo neo pki,1
warga jombang korban modus penipuan ilmu gendam,1
fraksi pks dpr ajak ormas islam kolaborasi bahas ruu,0
surat pembagian uang donasi nama sekda bupati,1
ribu orang britania raya terinfeksi covid,1
jokowi bertemu relawan istana bahas sosok pengganti,0
video wawancara ceo pfizer menolak divaksin agustus,1
kartu bpjs kis kesehatan bantuan uang tunai juta,1
presiden jokowi vladimir putin indonesia mediator rusia ukraina,0
new fatwa sholat wudhu tayamum mbah kakung keluarkan rakyat negeri,1
pembuluh darah mata pecah akibat bermain hp,1
penangkapan tuyul desa karangejo blitar,1
presiden rusia putin main piano lagu kebangsaan ri bentuk ucapan utk jokowi,1
video joe biden ancam indonesia hadapi konsekuensi mengerikan danai rusia ukraina,1
kanika kapoor tularkan virus corona pangeran charles,1
indonesia merdeka gubernur anies dikunjungi dubes diundang,1
video demonstrasi buruh tolak ruu cipta kerja,1
video wahana ekstrim gyro drop lempar memutar pengguna ketinggian,1
video foto jet tempur fpi,1
menteri tito pj gubernur papua barat paulus waterpauw diusulkan mrp,0
lowongan kerja pln wilayah denpasar oktober,1
luhut positif covid dilarikan rs militer,1
sederet alasan nasdem pilih anies baswedan capres,0
video orang amerika teriak vote jokowi protes,1
sambangi prabowo kertanegara cak imin silaturahmi pemilu setahun,0
pemantauan aktivitas telepon seluler media sosial bssn,1
kecam pernyataan said aqil neno warisman terima,1
anggota dpr menilai kenaikan harga bbm berpotensi munculkan orang miskin,0
pesan larangan kendaraan plat ad solo jogja,1
jokowi indonesia kunjungi amerika serikat,0
pkb genjot elektabilitas cak imin pilpres,0
calon wakil bupati lucky hakim menghilang pemilihan bupati indramayu,1
kejahatan hindu india modi wanita muslim membawa daging,1
prabowo terima penetapan ri tuan rumah forum menhan asean,0
suku dayak dukung ahok full ceo ikn suku gmn,1
lemhanas asing terima kuhp indonesia tegaskan otonomi,0
anggota dpr ksad dudung merangkul ulama,0
wahana ruang angkasa hampa udara,1
jokowi ajak anggota apec kolaborasi atasi inflasi pastikan ketahanan pangan,0
vaksin booster yg bayar ribu,1
foto panorama diambil berguling menuruni bukit,1
surat permohonan dana bantuan kegiatan pembersihan drainase aliran kali sekot kendari,1
denny indrayana ingatkan publik waspadai rencana tunda pemilu,0
tarawih masjid ugm ridwan kamil respons pilpres,0
tulisan prof yusril lihat,1
foto gajah menolong anak singa belalainya,1
kisruh kampanye pengamat efektifitasnya,0
rocky gerung mendadak ustad,1
sepatu mata mata perang dunia ii,1
iis dahlia meninggal dunia,1
jelang gerhana matahari muncul matahari asli fenomena pemburu,1
polisi menangkap wanita filipina berusia membunuh memakan manusia,1
bawaslu bikin mou tiktok cegah hoaks pemilu,0
mahfud md demo april demokrasi,0
ariekuntung anak bermigrasi gurun suriah jordan,1
kokas ya mall lockdown salah staff diatas suspect covid,1
yusuf kallah selingkuh dukung no menyelamatkan partai pki,1
malas kencing malam menyebabkan sakit jantung,1
video anak anak afrika meninggal akibat suntik vaksin covid,1
usulan saweran pembangunan ikn pdip dana revolusi,0
foto sosoж ргеsidей jokoщi mейбiйvдsi bэrlin sosok presiden jokowi menginvasi berlin,1
video berita viral amarahnya suka meledak jokowi risma layak kena reshuffle kabinet,1
